name,latitude,longitude,type,tel,cel,email,address
Loporung Clinic,-25.760431,24.980947,Clinic,,724748502,,Loporung
Lower Majeakgoro Clinic,-27.77107,24.668496,Clinic,539961901,,,
Luka Clinic,-25.506687,27.188898,Clinic,145664477,714492393,,
Mabeskraal CHC,-25.197588,26.802408,Community Health Clinic,145558402,,,Stand 70543
Maboloka Clinic,-25.428705,27.860279,Clinic,,727861326,,1587 Bataunu Section
Mabule Clinic,-25.776822,24.55484,Clinic,,84196978,,
Madibeng Clinic,-25.636303,27.776691,Clinic,123189513,073 311 3793,,57 Van Velden Street
Madibogo Clinic,-26.427755,25.162366,Clinic,183379185,845267201,,Lehatlheng Section
Madibogopan Clinic,-26.493851,25.148005,Clinic,183379279,,,Madibogopan Clinic
Madidi (Kleinfontein) Clinic,-25.445636,27.954194,Clinic,,783043962,,472 Block C Madidi
Madikwe Clinic,-25.353017,26.530408,Clinic,145532023,,,"Logabadi Street,"
Madipelesa Clinic,-27.895247,24.41956,Clinic,,079 697 6839,,
Mafikeng Gateway Clinic,-25.884834,25.65735,Clinic,183832402,731884741,,Lichtenburg Road Danville
Maganeng Clinic,-27.27031,24.67809,Clinic,,796965536,,Next To Katlego Creche
Magogong Clinic,-27.65136,24.81547,Clinic,,796976230,,Near Sedibathuto Primary School
Magogwe Clinic,-25.90717,25.606615,Clinic,183822178,720277004,,Next To Phelu M School
Majakaneng Clinic,-25.740918,27.672195,Clinic,12254234,723985705,,2443 Dlamini Section
Majara Sephapo Clinic,-26.967526,26.618591,Clinic,184762010,793817378,,Samuel Ambel Street
Makapanstad (Seaparankwe) CHC,-25.230479,28.126041,Community Health Clinic,127140003,,,Radipapanna Next To Old Police Station
Makgobistadt CHC,-25.757078,25.098014,Community Health Clinic,183680267,183680247,,
Makouspan Clinic,-26.103683,25.620326,Clinic,734544295,734544295,,"None, Makouspan Village"
Makwassie Clinic,-27.318438,25.99586,Clinic,185975650,737475890,,Cherry Laan 27 Makwasie
Mammutla Clinic,-28.06503,24.51093,Clinic,,796976802,,Mammutla Village
Mamusa CHC,-27.149,25.1822,Community Health Clinic,539637155,,akalaemang@nwpg.gov.za,Kgaka Steet
Manthe CHC,-27.54611,24.88482,Community Health Clinic,,796965306,,Mante Chc Near To Bagamaidi Tribal Authority
Maphoitsile Clinic,-27.601521,24.784043,Clinic,,796976896,,Maphoitsile Next To Tribal Authority
Marcus Zinzele Clinic,-26.85269,26.819298,Clinic,,823832848,,Chris Hani Street
Mareetsane Clinic,-26.203709,25.475004,Clinic,183320051,,,Batho Batho Stad
Marikana Clinic,-25.698146,27.479878,Clinic,,727044386,,317 Rooikoppies
Masamane Clinic,-25.825722,24.621204,Clinic,,834196976,,Masamane Clinic Next To Bray Road
Masutlhe 1 Clinic,-25.850884,25.409124,Clinic,,792461424,,Masutlhe 1 Village
Masutlhe 2 Clinic,-25.785585,25.419788,Clinic,018 358 00030,082 080 7262,,Masutlhe Ti Village
Mathibestad Clinic,-25.267339,28.152841,Clinic,127168658,,,3042 Machidi Section
Matile Clinic,-26.08,25.94,Clinic,071 2075 611,083 329 3179,,137 Ae Matile Village
Matlapaneng Clinic,-27.42316,24.68483,Clinic,,796976855,,Matlapaneng Clinic Near Thapaina High School
Matlhonyane Clinic,-25.976967,25.690273,Clinic,,082 082 8310,,Matlhonyane Village Near Primary School Stand No 214
Matloding Clinic,-25.913561,24.66472,Clinic,,834196975,,Matloding Clinic
Matshepe Clinic,-26.02262,25.74937,Clinic,,782799514,,Next To Mathepo Top Point Cafe
Maubane Clinic,-25.294825,28.278471,Clinic,,824177359,,"G207 Dihibidung, Maubane Village"
Maureen Roberts Clinic,-25.873931,25.652907,Clinic,183815910,7274440173,,4-6 Loop Str Danville
Mfidikwe Clinic,-25.663152,27.3432,Clinic,763953699,763953699,,
Miga Clinic,-25.652366,25.563037,Clinic,183930367,820807099,,Miga Clinic Next To Community Hall
Mmakaunyane Clinic,-25.38939,27.87515,Clinic,,823368661,,Not Given
Mmankaipaya Clinic,-24.981541,26.562774,Clinic,,145170607,,
Mmasebudule Clinic,-25.041537,26.304469,Clinic,145160602,733748287,,
Mocoseng Clinic,-25.890686,25.586622,Clinic,183821085,72044683,,Vryburg Road
Mocweding Clinic,-27.57,24.7,Clinic,,822143703,,Next To Hartrivier Primary
Modderkuil Clinic,-25.124174,27.197283,Clinic,,786594626,,H/N 1050
Modimola Clinic,-25.862086,25.454088,Clinic,794206138,794206138,,Modimola Near Agriwr
Mofufutso Clinic,-26.444135,25.402574,Clinic,,837040664,,Mofufutso 2
Mogogelo Clinic,-25.353058,28.144261,Clinic,,798827148,,1249 Itireleng Street
Mogopa Satellite Clinic,-26.31,26.85,Satellite Clinic,,836600958,,
Mogosane Clinic,-25.738599,25.550449,Clinic,,820807147,,Mogasane Clinic Next To Primary School
Mogwase CHC,-25.278442,27.226047,Community Health Clinic,145555611,827971432,mmorei@nwpg.gov.za,321 Kagiso Drive
Mohadin Clinic,-26.715292,27.033204,Clinic,182960433,722178134,,29 Sooliman Street
Moiletsoane (Buffelsdoorn) Clinic,-25.380643,27.931296,Clinic,,713281312,,11004 Rorisang
Mokgareng Clinic,-27.530912,24.704781,Clinic,,796976861,,Mokgareng Next To Ntokwe Primary School
Mokgola Clinic,-25.328909,26.123318,Clinic,183659919,835262671,,Mokyola Merense Section Near Soccer Grounds
Molatedi Clinic,-24.85175,26.497672,Clinic,145170014,734815562,,Not Given
Molelema Clinic,-27.65736,24.99766,Clinic,,796966226,,Next To Lethogile Middle School
Molorwe Clinic,-25.088801,26.89793,Clinic,145060511,,,142 Matebeleng Section Molorwe
Monakato Clinic,-25.357983,27.275904,Clinic,145348582,,,
Mononono Clinic,-25.044779,27.187418,Clinic,,835959564,,Lelotong Section
Montsana Clinic,-25.100448,26.585173,Clinic,145010136,723243448,,
Montshioa Stadt CHC,-25.871682,25.634067,Community Health Clinic,183846457,7284480417,gontlefela.phatudi58@gmail.com,Next To Barolong Booratshidi Hall
Montshioa Town Clinic,-25.852987,25.626149,Clinic,183921241,765889378,,909 Kgabi Street Monthiwa
Moretele CHC,-25.14578,27.96025,Community Health Clinic,127140892,795059514,,Sutelong Next To Motiei Shop
Morokwaneng Clinic,-26.0863,23.73044,Clinic,788018342,788018342,,Morokwaneng
Morokweng CHC,-26.12736,23.77395,Community Health Clinic,53761000,,,Morokweng Clinic
Moruleng Clinic,-25.16971,27.16777,Clinic,145562168,722873518,,Makresteng Street
Moshana CHC,-24.976279,25.890288,Community Health Clinic,0183540900/01,822232710,,Moshane Village Kgosine Section
Mothanthanyaneng Clinic,-27.65961,24.906481,Clinic,796974244,796974244,,Mothathanyaneng Clinic Next To Gobopanang Primary School
Mothutlong Clinic,-25.603327,27.884205,Clinic,127092287,732328636,,1918 Mothotlung
Motlhabe Clinic,-25.06694,26.94953,Clinic,014 5060745,,,Thabaneng Section
Motlhabeng Clinic,-25.851249,25.602637,Clinic,183842801,820811684,,Motlhabengwy Near Tetlano Middle School
Motswedi Clinic,-25.284627,25.888644,Clinic,183651643,,,Private Box X6338 Zeerust 2865
N Pretorious Gateway Clinic,-26.885543,26.615276,Clinic,184655554,,,Benji Olifant Street
Neo Clinic,-24.83527,27.01116,Clinic,014 7862908,783635160,,Kgosing Section Disake
Ntsweletsoku Health Post,-25.458465,25.970719,Health Post,186421046,,,Main Road
Obakeng Clinic,-24.923921,26.653259,Clinic,,,,
Orkney Town Clinic,-26.98066,26.6687,Clinic,184735209,825480446,,Corner Kingsly And Shakespear Atreet Orkney
Ottosdal CHC,-26.813409,26.0087,Community Health Clinic,018 571 0026,073 835 8315,wnen6ng@nwpg.gov.za,32 Noux Street Ottosdal
Oukasie Clinic,-25.608114,27.791966,Clinic,122576053,717769174,,Vuka Sec Oukasie
Oukasie Maternity MOU,-25.604679,27.799836,Clinic,,738014946,,2143 Vuka Section
Pachsdraai Clinic,-25.208606,26.39619,Clinic,145090000,,,Clinic No Bagopa Section
Park Street Clinic,-26.866961,26.661528,Clinic,184622151,289401427,,Desmond Tutu
Pella CHC,-25.463056,26.456559,Community Health Clinic,145100410,835366628,mekgoeb@nwpg.gov.za,2138 B Morare High School Road
Phalane Clinic,-25.26493,26.843682,Clinic,145526911,,,Thabaneng Section
Phaposane Clinic,-26.55667,24.317,Clinic,,788018341,,Phaposane Village
Phatsima Clinic,-25.396423,27.013884,Clinic,145780010,145780010,,Near Khaya Lethu High School
Picong Clinic,-27.590199,24.864652,Clinic,,796974299,,Near Tshite Middle School
Piet Plessis CHC,-26.16024,24.40884,Community Health Clinic,539840002,833902795,akoekemoer@nwpg.gov.za,Pelser Street
Pitsedisulejang Clinic,-25.027785,26.478387,Clinic,145160003,,,Pitsedisulejang Silkaatskop
Potchefstroom Clinic,-26.712978,27.099294,Clinic,182971770,,bernice@tlokwe.gov.za,Solplaatjie Street
Potchefstroom Gateway Clinic,-26.728986,27.083595,Clinic,182938358,848842100,csolane@nwpg.gov.za,Corner Kruin And Botle
Promosa CHC,-26.702126,27.030932,Community Health Clinic,182960294,721144319,,121daisy Str Kleurport Street
Pudumoe CHC,-27.41001,24.7208,Community Health Clinic,539951355,,,305 Nkosi Street Pudumong
Rabokala Clinic,-25.499894,27.906759,Clinic,127081903,,,283 Motseny Section
Ramatlabama CHC,-25.703652,25.616204,Community Health Clinic,018 396 0131,082 080 7197,,Ramatlebama Chc
Ramokokastad Clinic,-25.148113,27.446852,Clinic,,711780491,,No Details Given
Rampampaspoort Clinic,-24.985915,26.672565,Clinic,0145533984/5,,,E40 Rampampaspoort
Rankelenyane Clinic,-25.571723,27.429184,Clinic,822996912,822996912,,Next To Zonal Office
Rapulana Clinic,-26.028824,25.63937,Clinic,729928192,729928192,,Lothlhakane Next To Tribal Office
Ratjiepan Clinic,-25.33176,28.08897,Clinic,,824150093,,"769 Morokoloane Section, Ratjiepan"
Ratlou CHC,-26.262448,25.124268,Community Health Clinic,0183379071/2,839792041,,
Reagile Clinic,-25.849429,26.891656,Clinic,14543951,763086600,emothale@nwpg.gov.za,819 Motsumi Street
Refentse (Mmakgabetlwane) Clinic,-25.1938,26.59205,Clinic,,734914272,,None Given
Reivilo CHC,-27.56684,24.17642,Community Health Clinic,1,1,,1 Gereef Street Reivilo
Rietfontein Clinic,-25.3105,26.76337,Clinic,145180002,,,Not Given
Rietpan Clinic,-25.11139,25.945292,Clinic,1836659080,725157874,,3152 Rietpan Village Madubu Street
Rugtesloot Clinic,-25.027503,27.853298,Clinic,,824177340,,Not Given
Rustenburg Gateway Clinic,-25.677115,27.244678,Clinic,0145975931/2,734515772,,Komando Weg And Hysterk Street Rustenburg
Sandfontein Clinic,-25.187103,27.266237,Clinic,145590272,,,Not Given
Sannieshof CHC,-26.523647,25.802625,Community Health Clinic,186830020,765419317,emongala@nwpg.gov.za,45 Boven
Schweizer-Reneke Town Clinic,-27.19068,25.3292,Clinic,539631122,,,21 Buiten Street
Segametsi Mogaetsho Clinic,-27.327112,25.980829,Clinic,185975568,285617157,,2086 Mogokare Street
Segwaelane Clinic,-25.666087,27.609686,Clinic,122541162,829332250,,
Seolong Clinic,-25.14517,26.82548,Clinic,014 5150003,836894576,,
Sesobe Clinic,-25.040825,26.429533,Clinic,145160008,733598133,,Sesobe Village
Setabeng Clinic,-25.90207,23.50341,Clinic,537610000,798942339,,Setabeng Clinic
Setlagole Clinic,-26.303303,25.128436,Clinic,,837040669,,
Setlopo Clinic,-25.932884,25.655638,Clinic,018 383 8185,,,Bakang P.Sch Street
Siga Clinic,-25.194508,26.591198,Clinic,145020259,834647896,,Kgosing Section
Silverkrans Clinic,-25.493704,26.624908,Clinic,145120002,835509971,,Ramaane Section
Sonop Clinic,-25.648084,27.697815,Clinic,122566943,,,Wolhuteskop Road
Soutpansleegte Clinic,-25.16841,27.90559,Clinic,,824184127,,
Stella CHC,-26.548695,24.859539,Community Health Clinic,539830060,,,Stella Street
Steve Tshwete Clinic,-26.72396,27.020375,Clinic,182956570,732497961,,Mogocodi Street
Stilfontein Clinic,-26.845099,26.774864,Clinic,184841471,,,Bloem Street
Sunrisepark Clinic,-25.55,27.29,Clinic,143903877,,,Goli Street
Supingstad Clinic,-24.788941,26.053396,Clinic,183530900,839749472,,
Swartdam (Rekopantswe) Clinic,-25.297383,28.054968,Clinic,127173491,798827115,,"Main Street, Swartdam Village"
Swartruggens Clinic,-25.649578,26.689259,Clinic,145440987,,,1 Erasmus Street
Taung Gateway Clinic,-27.53775,24.79175,Clinic,539943829,836341961,,Magistrate Road
Taung Station Clinic,-27.56333,24.74978,Clinic,539942176,,,Taung Station
Thekwane Clinic,-25.669561,27.370505,Clinic,145671522,,,"Ramontsheng Street, Rustenburg"
Thulwe Clinic,-25.251164,28.198804,Clinic,,828571380,,"107 Bambatha Street, Thulwe"
Thusong Gateway Clinic,-26.052224,25.947781,Clinic,,794862203,,Thusong Hospital
Tigane CHC,-26.747016,26.419772,Community Health Clinic,184310306,795207464,,204 Motlumi Tigane
Tladistad Clinic,-25.204485,28.031498,Clinic,127140949,827498682,,Not Given
Tlakgameng CHC,-26.46853,24.34303,Community Health Clinic,0539987011/50,762441294,,"Ganyesa Tlakgameng , Route Opposite Agriculture Department"
Tlapeng (Ganyesa) Clinic,-26.65513,24.10245,Clinic,716803838,716803838,,Tlapeng Clinic
Tlapeng (Greater Taung) Clinic,-27.51837,24.95402,Clinic,,796977711,,Tlapeng Clinic Near Serasengwe Old Primary School
Tlapeng (Mafikeng) Clinic,-25.720008,25.454966,Clinic,,762823169,,
Tlaseng Clinic,-25.472471,27.349577,Clinic,,712235866,,1305 Seolo Section
Tlhabane CHC,-25.63869,27.216297,Community Health Clinic,0145654986/7,,,"3560 Monareng Street , Tlhabane"
Tlhabologang Clinic,-26.329999,26.29944,Clinic,186731056,845082954,,1054 Van Der Walt Street
Top City Clinic,-26.73618,27.03587,Clinic,182950255,829231362,,8684 Nthamane Strert Ikageng Location Potchefstroom
Tseoge Clinic,-25.98623,23.51797,Clinic,539987105,823048831,,Tseoge Clinic .Morokweng
Tsetse Clinic,-25.734796,25.66252,Clinic,183950311,762044766,,Tsetse Village Near Club 2000
Tshidilamolomo Clinic,-25.828798,24.683345,Clinic,183610080,835150865,,
Tshireletso Clinic,-25.02101,26.9241,Clinic,,835434223,,1st Gate Section Stand 316
Tsholofelo Clinic,-26.891545,26.588953,Clinic,184653740,737324820,,Kopanoung Road Jouberton Location Matlosane
Tshunyane Clinic,-25.99647,25.494002,Clinic,,820807375,,14th First Street
Tswelelang 1 Clinic,-27.220472,25.984318,Clinic,,738557105,,
Tswelelang 2 CHC,-27.230005,25.979646,Community Health Clinic,185951014,729474563,esethuba@nwpg.gov.za,1365 Tambo Twelelang Location
Tswelelopele CHC,-25.558214,26.097735,Community Health Clinic,186460266,729539475,,988 Merements Street Ikageng Loc 25t
Tweelaagte Clinic,-25.27243,26.85287,Clinic,145190609,726831102,,20089 Cgopitsang
Tweelingspan Clinic,-27.55994,25.00491,Clinic,,796474335,,Tweelingspan Clinic Near Chief Kgantlapane
Uitkyk Clinic,-25.204155,26.429747,Clinic,145533903,834958844,,"Nogatla Section , Stand No:683"
Unit 9 CHC,-25.845661,25.58965,Community Health Clinic,183841520,725507758,,3087 Joeslovos Mmabatho
Upper Majeakgoro Clinic,-27.79626,24.62533,Clinic,539961508,,,Clinic Next Anglican Church Creche
Utlwanang Clinic,-27.89527,25.12859,Clinic,534428854,835030561,,No.3 Itsoseng Street Utlwanang Christiana
Ventersdorp Gateway Clinic,-26.31092,26.817713,Clinic,182643074,,,19 Greens Street
Ventersdorp Tsetse Satellite Clinic,-26.17581,26.79535,Satellite Clinic,,836600958,,1009 Tsetse
Vlakplaas Clinic,-25.00421,26.87796,Clinic,014 5060518,,,387 Cafã© Section
Vrede 2 Clinic,-25.466529,26.562361,Clinic,145534031,,,Stand 4 Vrede 2
Vriesgewacht Clinic,-26.46,25.4,Clinic,,837040686,,
Vryburg Gateway Clinic,-26.95725,24.71612,Clinic,539275400,827155705,,No Details Provided
Vryburg Road Side Clinic,-26.958405,24.729861,Clinic,,,,"89 Bernau Plot , Vryburg"
Welgeval Clinic,-24.928314,26.679209,Clinic,145170629,724844474,,E78 Losmycherrie
Welgevonden Satellite Clinic,-26.16072,26.8126,Satellite Clinic,182643251,783041149,,
Weltevrede Clinic,-26.317625,25.490491,Clinic,729928194,729928194,,Waltervreder Village
Welverdiendt Clinic,-26.38687,27.27646,Satellite Clinic,187844522,834277043,,40 Main Road
Wolmaransstad Town Clinic,-27.20569,25.981582,Clinic,185962129,824332240,,23 Broadbent Street
Wonderkop Clinic,-25.671081,27.529228,Clinic,145723756,767341571,,Dikhibidring Next To Lesedi By Night
Zeerust Clinic,-25.546679,26.0794,Clinic,018 642 1081,,,1 Coetzee Street
Alexandra Hospital,-33.929372,18.484454,Specialised Psychiatric Hospital,215035000,827755600,nmorris@pgwc.gov.za,Annex Rd
Beaufort West Hospital,-32.351987,22.606505,District Hospital,023 414 8200,,chmouton@pgwc.gov.za,Voortreker Str
Beaufort West Hospital CDC,-32.35278,22.6075,Community Health Clinic,234148200,,,Van Schalkwyk Street
Brewelskloof TB Hospital,-33.622173,19.456084,Specialised TB Hospital,023 348 1305,083 444 3653,danthere@pgwc.gov.za,Harlem Street
Brooklyn Chest Hospital,-33.900297,18.486659,Specialised TB Hospital,021 508 6403,072 115 2289,pspiller@pgwc.gov.za,Stanberry Street Sterplaat 7425
Caledon Hospital,-34.224653,19.434852,District Hospital,28212070,,,Coner N2 Hichway Turn Off Caledon
Ceres Hospital,-33.363465,19.301326,District Hospital,233169600,722488657,csprins@pgwc.gov.za,Rivier Kant Street Ceres
Citrusdal Hospital,-32.598597,19.015258,District Hospital,229212153,,nwsmit@pgwc.gov.za,Vredestreet Citrusdal
Clanwilliam Hospital,-32.184325,18.891737,District Hospital,274822166,832304767,fstrouss@telkomsa.net,Old Cape Road Clanwilliam
DP Marais TB Hospital,-34.062763,18.460242,Specialised TB Hospital,217137600,721152289,pspiller@pgwc.gov.za,C/O Main&White Road Retreat
Eerste River Hospital,-33.997289,18.719067,District Hospital,219028001,,javheerd@pgwc.gov.za,1 Humbolt Avenue/ Perm Gardens
False Bay Hospital,-34.131866,18.416683,District Hospital,021 782 1121,,rmartell@pgwc.gov.za,17th Avenue
George Hospital,-33.951806,22.452192,Regional Hospital,448024534,799763833,mvonk@pgwc.gov.za,Davidson Road George
GF Jooste Hospital,-33.984697,18.557984,District Hospital,021 690 1000,071 370 5996,leaugust@pgwc.gov.za,Duinefontein Road Manenburg
Groote Schuur Level 3 Hospital,-33.939715,18.463404,Central Hospital,021 404 9111,,gshproffice.pgwc.gov.za,Groote Schuur Drive
Harry Comay TB Hospital,-33.980129,22.471917,Specialised TB Hospital,448039000,833572278,lgeweld@pgwc.gov.za,Sandkraal Road
Helderberg Hospital,-34.076559,18.857646,District Hospital,218504704,823753252,elerasmu@pgwc.gov.za,Lourensford Ave
Hermanus Hospital,-34.42209,19.22831,District Hospital,028 312 1166,,,Hospital Street
Karl Bremer Hospital,-33.892558,18.610228,District Hospital,219181911,,lnaude@pgwc.gov.za,40 Fransconradee
Khayelitsha (Tygerberg) Hospital,-33.915345,18.611789,District Hospital,021 938 4669,076 253 5394,akharwa@pgwc.gov.za,"Francie V Zyl Drive, Parow"
Knysna Hospital,-34.037613,23.059863,District Hospital,443028400,,,Mainrd Knysna
Ladismith (Alan Blyth) Hospital,-33.48665,21.268281,District Hospital,028 5511 010,083 306 2477,jaco@pauwvennote.co.za,"Upper Church Street,Ladiesmith"
Laingsburg Hospital,-33.194284,20.849889,District Hospital,235511237,NVT,chbothma@pgwc.gov.za,"Voortrekker Street, Laingsburg"
LAPA Munnik Hospital,-33.01797,18.993827,District Hospital,229312140,,mrfourie@pgwc.gov.za,Voortrekker Straat 6
Lentegeur Hospital,-34.026646,18.615839,Specialised Psychiatric Hospital,213701111,837257962,ggmarinu@pgwc.gov.za,"Highlands Drive, Mitchells Plain"
"Malmesbury Infectious Disease
Hospital",-33.47583,18.73722,Specialised TB Hospital,224873294,,msedeman@pgwc.gov.za,Schoonspruit Road Malmesbury
Mitchells Plain Hospital,-34.026646,18.615839,District Hospital,021 570 3700,,gistjhan@pgwc.gov.za,Hifhlands Drive
Montagu Hospital,-33.796428,20.122683,District Hospital,236148100,,gdutoit@pgwc.gov.za,Hospital Street And Church Street
Mossel Bay Hospital,-34.186002,22.129863,District Hospital,044 691 2011,071 8955 972,sjanicki@pgwc.gov.za,21st Avenue
Mowbray Maternity Hospital,-33.949087,18.474986,Regional Hospital,021 659 5543,083 450 2004,hjhuman@pgwc.gov.za,12 Hornsey Road Mowbray
Murraysburg Hospital,-31.962762,23.768556,District Hospital,498440021,,murraysburghospital@wam.co.za,40 Pienaar Street & Graaff Rienet Way
Nelspoort TB Hospital,-32.17361,23.09085,Specialised TB Hospital,234161600,,shejames@pgwc.gov.za,Hospitalway
Otto Du Plessis Hospital,-34.537257,20.035726,District Hospital,028 424 2652/424 1157/8,028 425 1239,sowens@pgwc.gov.za,Dorpsig St Bredasdorp
Oudtshoorn Hospital,-33.588419,22.190108,District Hospital,442792757,828466432,prushen@pgwc.gov.za,Park Road Oudtshoorn
Paarl Hospital,-33.725277,18.970572,Regional Hospital,021 860 2500,082 410 0523,bkruger@pgwc.gov.za,Hospital Street Paarl
Prince Albert Hospital,-33.217279,22.026392,District Hospital,235411300,712039666,hbasson@pgwc.gov.za,1 Lowal Market
Radie Kotze Hospital,-32.907037,18.762696,District Hospital,229131175,,,Hoof Straat Piketberg
